Name;IP Address;"IMPORTANT : Save this file in Devices.csv delimited by semicolon(;) and put it in the same directory as Setup.sh
on your Linux log Server."
OS6860E-Core1;10.130.7.251;
OS6860E-Core2;10.130.7.247;
OS6900-ISP-Orange;10.130.7.68;
OS6560_mDNS_2;10.130.7.235;
OS6900_SPB_Core2;10.130.7.245;
OS6900_SPB_Core1;10.130.7.246;
OS6860_BEB-2;10.130.7.240;
LAN-6860N-2;10.130.7.244;
OS6900-BEB-4;10.130.7.238;
SW1;192.168.80.81;
;;
;;
;;
;;
;;
;;
;;
;;
